periodo;regiao;instituicao;urgencias_gerais;urgencias_pediatricas;urgencias_obstetricas;urgencias_psiquiatricas;total_urgencias
2020-06-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;34432;0;0;0;34432
2020-06-01;Região de Saúde Centro;Centro Hospitalar de Leiria;53118;9590;5087;0;67795
2020-06-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;20436;5251;0;0;25687
2020-06-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;28134;4703;2000;0;34837
2020-06-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;43855;9780;5844;0;59479
2020-06-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;36211;9294;2770;0;48275
2020-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;37136;5471;2036;0;44643
2020-07-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;51516;11268;7671;0;70455
2020-07-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;60513;28463;10074;2797;101847
2020-07-01;Região de Saúde LVT;Centro Hospitalar do Oeste;51612;14763;4557;0;70932
2020-07-01;Região de Saúde LVT;Hospital Distrital de Santarém;38371;11325;3874;0;53570
2020-07-01;Região de Saúde LVT;Hospital Garcia de Orta;48474;10639;8319;0;67432
2020-07-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;81904;28179;6365;0;116448
2020-07-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;62346;0;11924;0;74270
2020-07-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;39583;0;4776;0;44359
2020-07-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;46829;0;0;0;46829
2020-08-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;56215;14231;5545;0;75991
2020-08-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;47186;14734;6974;0;68894
2020-08-01;Região de Saúde LVT;Hospital de Cascais;47165;18530;7346;0;73041
2020-08-01;Região de Saúde LVT;Hospital Garcia de Orta;55286;11743;9638;0;76667
2020-08-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;71685;0;13782;0;85467
2020-08-01;Região de Saúde Norte;Hospital Santa Maria Maior;26342;4684;0;0;31026
2020-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;44460;3787;1061;0;49308
2020-09-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;29154;5654;2233;0;37041
2020-09-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;63143;15898;6228;0;85269
2020-09-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;52949;16633;7929;0;77511
2020-09-01;Região de Saúde LVT;Hospital de Loures;65930;22640;10010;0;98580
2020-09-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;107072;36475;8338;0;151885
2020-09-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;57233;11408;6441;0;75082
2020-09-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;60832;0;0;0;60832
2020-10-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;48947;4161;1168;0;54276
2020-10-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;127954;33656;17464;0;179074
2020-10-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;69814;17832;6929;0;94575
2020-10-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;86039;40025;14476;4654;145194
2020-10-01;Região de Saúde LVT;Hospital de Loures;72289;25082;10992;0;108363
2020-10-01;Região de Saúde LVT;Hospital Distrital de Santarém;53111;14473;5708;0;73292
2020-10-01;Região de Saúde LVT;Hospital Garcia de Orta;68450;15075;12176;0;95701
2020-10-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;107070;13711;5773;0;126554
2020-10-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;89813;18666;8669;0;117148
2020-10-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;64139;12658;7151;0;83948
2020-10-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;67405;0;0;0;67405
2020-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;56425;8171;2961;0;67557
2020-11-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;81724;17177;12372;0;111273
2020-11-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;63945;20519;9491;0;93955
2020-11-01;Região de Saúde LVT;Centro Hospitalar do Oeste;79790;21505;7128;0;108423
2020-11-01;Região de Saúde LVT;Hospital de Loures;77934;27076;11864;0;116874
2020-11-01;Região de Saúde LVT;Hospital Garcia de Orta;74032;16616;13261;0;103909
2020-11-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;49233;0;0;0;49233
2020-11-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;63642;0;7359;0;71001
2020-12-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;96363;19834;5846;0;122043
2020-12-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;82146;20757;8093;0;110996
2020-12-01;Região de Saúde LVT;Hospital de Cascais;69930;27604;11330;0;108864
2020-12-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;68210;24356;8242;0;100808
2020-12-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;104660;0;19794;0;124454
2020-12-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;76800;14551;8302;0;99653
2021-01-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;14077;2386;1357;0;17820
2021-01-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;3132;568;0;0;3700
2021-01-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;6095;1273;523;0;7891
2021-01-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;8508;1487;1051;0;11046
2021-01-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;7190;0;1301;0;8491
2021-01-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;9181;1288;838;0;11307
2021-01-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;5782;807;595;0;7184
2021-02-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;5735;877;0;0;6612
2021-02-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;8150;1288;512;0;9950
2021-02-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;12574;1669;1757;0;16000
2021-02-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;9986;2037;1345;0;13368
2021-02-01;Região de Saúde LVT;Centro Hospitalar do Oeste;10078;1775;1019;0;12872
2021-02-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;18927;2809;2084;0;23820
2021-02-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;10114;1517;768;0;12399
2021-02-01;Região de Saúde Norte;Hospital Santa Maria Maior;5685;427;0;0;6112
2021-03-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;9215;1392;0;0;10607
2021-03-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;11198;603;295;0;12096
2021-03-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;8351;951;630;0;9932
2021-03-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;11917;1925;804;0;14646
2021-03-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;16689;2872;1614;0;21175
2021-03-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;15914;2763;2472;0;21149
2021-03-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;15251;3160;2100;0;20511
2021-03-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;29720;4436;3401;0;37557
2021-03-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;26164;3281;2613;0;32058
2021-03-01;Região de Saúde Norte;Hospital de Braga;26948;4150;2597;0;33695
2021-03-01;Região de Saúde Norte;Hospital Santa Maria Maior;8708;681;0;0;9389
2021-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;17655;2479;1052;0;21186
2021-04-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;55497;9250;5552;0;70299
2021-04-01;Região de Saúde Centro;Centro Hospitalar de Leiria;30353;4297;2982;0;37632
2021-04-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;27237;4304;3971;0;35512
2021-04-01;Região de Saúde LVT;Centro Hospitalar do Oeste;23885;4748;2306;0;30939
2021-04-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;41333;7420;4742;0;53495
2021-04-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;42557;12479;3461;0;58497
2021-04-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;21734;3867;1725;0;27326
2021-04-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;14920;0;0;0;14920
2021-04-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;33511;3057;2063;0;38631
2021-04-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;32499;5727;3046;0;41272
2021-05-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;74538;13939;7048;0;95525
2021-05-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;29367;7185;4463;0;41015
2021-05-01;Região de Saúde LVT;Hospital de Cascais;25752;10341;4133;0;40226
2021-05-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;28723;5960;2246;0;36929
2021-05-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;39769;0;7000;0;46769
2021-05-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;19827;0;0;0;19827
2021-05-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;37201;2928;1881;0;42010
2021-06-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;95068;19360;8698;0;123126
2021-06-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;19015;3273;1391;0;23679
2021-06-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;27597;4656;1748;0;34001
2021-06-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;18722;3208;576;0;22506
2021-06-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;49907;25747;8247;2651;86552
2021-06-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;56331;12075;7280;0;75686
2021-06-01;Região de Saúde LVT;Hospital de Cascais;32698;14371;5187;0;52256
2021-06-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;63118;8032;3442;0;74592
2021-06-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;36747;0;0;0;36747
2021-07-01;Região de Saúde Centro;Centro Hospitalar de Leiria;62648;12483;5838;0;80969
2021-07-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;25846;6295;0;0;32141
2021-07-01;Região de Saúde LVT;Hospital Distrital de Santarém;38324;8940;3804;0;51068
2021-07-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;82985;20008;9152;0;112145
2021-07-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;44956;0;0;0;44956
2021-08-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;29987;7730;0;0;37717
2021-08-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;39331;3056;893;0;43280
2021-08-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;103096;29533;13379;0;146008
2021-08-01;Região de Saúde LVT;Hospital Garcia de Orta;53929;13981;9577;0;77487
2021-08-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;37102;0;0;0;37102
2021-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;47907;8411;2614;0;58932
2021-09-01;Região de Saúde Centro;Centro Hospitalar de Leiria;85325;16426;7805;0;109556
2021-09-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;80895;19726;4656;0;105277
2021-09-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;117833;34215;15250;0;167298
2021-09-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;30640;5951;1040;0;37631
2021-09-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;93530;20178;11736;0;125444
2021-09-01;Região de Saúde LVT;Hospital de Loures;63140;23842;9782;0;96764
2021-09-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;54147;20993;5821;0;80961
2021-09-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;42637;0;0;0;42637
2021-09-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;63448;14046;6349;0;83843
2021-09-01;Região de Saúde Norte;Hospital de Braga;100903;23439;9044;0;133386
2021-10-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;38958;11245;0;0;50203
2021-10-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;51100;4370;1179;0;56649
2021-10-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;133671;40603;17077;0;191351
2021-10-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;107026;24192;13134;0;144352
2021-10-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;78603;16237;2961;0;97801
2021-10-01;Região de Saúde LVT;Hospital de Cascais;61262;28960;9057;0;99279
2021-10-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;125353;32444;13726;0;171523
2021-10-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;98883;25517;8675;0;133075
2021-11-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;43309;13068;0;0;56377
2021-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;67609;0;0;0;67609
2021-11-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;57167;10793;3416;0;71376
2021-11-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;74985;23388;11389;0;109762
2021-11-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;102502;0;17247;0;119749
2021-11-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;55007;0;0;0;55007
2021-11-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;125913;27866;11909;0;165688
2021-11-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;78865;0;0;0;78865
2021-12-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;47537;14629;0;0;62166
2021-12-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;62296;5847;1518;0;69661
2021-12-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;226605;54184;18586;0;299375
2021-12-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;41954;9159;3057;491;54661
2021-12-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;111964;30422;6179;0;148565
2021-12-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;42520;9365;1395;0;53280
2021-12-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;83115;26391;12560;0;122066
2021-12-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;74250;30332;9842;0;114424
2021-12-01;Região de Saúde LVT;Hospital Distrital de Santarém;71938;20672;6796;0;99406
2021-12-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;156684;65930;12090;0;234704
2021-12-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;112275;0;18924;0;131199
2021-12-01;Região de Saúde Norte;Hospital Santa Maria Maior;45248;8858;0;0;54106
2022-01-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;18883;4448;1506;0;24837
2022-01-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;3605;729;115;0;4449
2022-01-01;Região de Saúde LVT;Hospital de Cascais;6284;2928;972;0;10184
2022-01-01;Região de Saúde LVT;Hospital Distrital de Santarém;6093;1614;608;0;8315
2022-01-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;9599;0;1609;0;11208
2022-01-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;10889;1837;640;0;13366
2022-02-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;8178;2695;0;0;10873
2022-02-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;13021;0;0;0;13021
2022-02-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;37197;9700;3034;0;49931
2022-02-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;7036;1545;542;56;9179
2022-02-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;26225;4303;1337;0;31865
2022-02-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;23958;5416;2184;0;31558
2022-03-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;12866;4926;0;0;17792
2022-03-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;21029;0;0;0;21029
2022-03-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;24324;9338;2323;0;35985
2022-03-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;21488;7732;1568;0;30788
2022-03-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;36985;9778;3362;0;50125
2022-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;28318;0;0;0;28318
2022-04-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;81307;22154;6310;0;109771
2022-04-01;Região de Saúde Centro;Centro Hospitalar de Leiria;42911;10874;3732;0;57517
2022-04-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;42920;27443;6108;2064;78535
2022-04-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;36325;10432;1327;0;48084
2022-04-01;Região de Saúde LVT;Hospital Distrital de Santarém;26860;9292;2468;0;38620
2022-04-01;Região de Saúde LVT;Hospital Garcia de Orta;29302;15238;5305;0;49845
2022-04-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;45952;9752;2380;0;58084
2022-04-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;32323;11227;3062;0;46612
2022-04-01;Região de Saúde Norte;Hospital Santa Maria Maior;16348;4218;0;0;20566
2022-05-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;29341;3826;929;0;34096
2022-05-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;106631;29599;8072;0;144302
2022-05-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;75084;29765;9022;0;113871
2022-05-01;Região de Saúde LVT;Hospital de Loures;39631;22326;5276;0;67233
2022-05-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;69170;34872;5326;0;109368
2022-05-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;74088;14862;3594;0;92544
2022-05-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;41844;14270;3940;0;60054
2022-05-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;34990;0;3737;0;38727
2022-05-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;53301;7697;2307;0;63305
2022-06-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;26398;10563;0;0;36961
2022-06-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;36245;7238;1938;0;45421
2022-06-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;24363;6874;770;0;32007
2022-06-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;67296;41270;9614;3244;121424
2022-06-01;Região de Saúde LVT;Centro Hospitalar do Oeste;56096;23000;4047;0;83143
2022-07-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;31078;12066;0;0;43144
2022-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;41213;4999;1323;0;47535
2022-07-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;30979;10681;0;0;41660
2022-07-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;60144;21588;5606;0;87338
2022-07-01;Região de Saúde LVT;Hospital Distrital de Santarém;48753;17054;4501;0;70308
2022-07-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;52767;18082;3805;0;74654
2022-07-01;Região de Saúde Norte;Hospital Santa Maria Maior;30271;7966;0;0;38237
2022-07-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;76830;10722;3372;0;90924
2022-08-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;85862;26516;4136;0;116514
2022-08-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;33183;8844;1073;0;43100
2022-08-01;Região de Saúde LVT;Centro Hospitalar do Oeste;75824;29276;5550;0;110650
2022-08-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;100386;26011;11918;0;138315
2022-08-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;101767;25008;9500;0;136275
2022-08-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;67347;20958;6887;0;95192
2022-08-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;68360;0;0;0;68360
2022-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;52922;5976;1769;0;60667
2022-09-01;Região de Saúde LVT;Hospital de Loures;70364;36729;9846;0;116939
2022-09-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;100719;31467;6187;0;138373
2022-09-01;Região de Saúde Norte;Hospital Santa Maria Maior;38914;9539;0;0;48453
2022-09-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;75964;0;0;0;75964
2022-10-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;67213;14883;3060;0;85156
2022-10-01;Região de Saúde LVT;Centro Hospitalar do Oeste;94833;38254;7021;0;140108
2022-10-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;125518;33664;14866;0;174048
2022-10-01;Região de Saúde LVT;Hospital de Loures;78224;42852;10928;0;132004
2022-10-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;122870;23763;6644;0;153277
2022-11-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;44165;13117;3469;440;61191
2022-11-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;118589;39611;5869;0;164069
2022-11-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;167323;65255;20802;0;253380
2022-11-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;68796;13866;3704;0;86366
2022-11-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;45744;13243;1510;0;60497
2022-11-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;138751;36287;13272;0;188310
2022-11-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;77283;0;8841;0;86124
2022-11-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;93835;0;0;0;93835
2022-12-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;72461;8804;2356;0;83621
2022-12-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;110050;36157;15353;0;161560
2022-12-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;75853;15593;4020;0;95466
2022-12-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;50205;14644;1657;0;66506
2022-12-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;83089;43007;10320;0;136416
2022-12-01;Região de Saúde LVT;Hospital de Cascais;89889;52966;12830;0;155685
2022-12-01;Região de Saúde LVT;Hospital Distrital de Santarém;83579;33147;7976;0;124702
2022-12-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;89763;32733;6648;0;129144
2022-12-01;Região de Saúde Norte;Hospital de Braga;144165;45756;12993;0;202914
2023-01-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;4207;1381;355;32;5975
2023-01-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;9230;3081;1309;0;13620
2023-01-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;9526;3656;791;0;13973
2023-01-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;14768;5219;1755;0;21742
2023-01-01;Região de Saúde LVT;Hospital Garcia de Orta;6768;4045;1558;0;12371
2023-01-01;Região de Saúde Norte;Hospital Santa Maria Maior;4378;1251;0;0;5629
2023-01-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;6723;0;679;0;7402
2023-02-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;15497;0;0;0;15497
2023-02-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;8447;2478;262;0;11187
2023-02-01;Região de Saúde LVT;Centro Hospitalar do Oeste;18256;8254;1154;0;27664
2023-02-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;23975;5298;1187;0;30460
2023-02-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;12814;0;1423;0;14237
2023-02-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;16271;0;0;0;16271
2023-03-01;Região de Saúde Centro;Centro Hospitalar de Leiria;31802;8421;3108;0;43331
2023-03-01;Região de Saúde LVT;Centro Hospitalar do Oeste;28200;12766;1779;0;42745
2023-03-01;Região de Saúde LVT;Hospital Garcia de Orta;20438;12464;4548;0;37450
2023-03-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;46046;9365;2056;0;57467
2023-03-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;17979;0;0;0;17979
2023-03-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;37792;9953;3579;0;51324
2023-03-01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António;30640;0;4866;0;35506
2023-03-01;Região de Saúde Norte;Hospital de Braga;36168;12134;3247;0;51549
2023-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;25380;2946;760;0;29086
2023-04-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;36085;11723;4817;0;52625
2023-04-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;25121;11937;2937;0;39995
2023-04-01;Região de Saúde LVT;Hospital Garcia de Orta;27318;16269;6041;0;49628
2023-04-01;Região de Saúde Norte;Hospital Santa Maria Maior;17477;4647;0;0;22124
2023-05-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;20392;6436;1636;197;28661
2023-05-01;Região de Saúde Centro;Centro Hospitalar de Leiria;54219;13711;5378;0;73308
2023-05-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;54545;18572;2809;0;75926
2023-05-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;40570;14120;4077;0;58767
2023-05-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;33956;0;3875;0;37831
2023-05-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;57871;8931;2621;0;69423
2023-06-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;38413;7966;2032;0;48411
2023-06-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;26274;7980;879;0;35133
2023-06-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;38149;17914;4685;0;60748
2023-06-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;70140;23497;8994;0;102631
2023-06-01;Região de Saúde LVT;Hospital de Cascais;45059;25072;6712;0;76843
2023-06-01;Região de Saúde LVT;Hospital de Loures;40802;19101;6592;0;66495
